21.68870286,53.15796987,29.14682702,38.73532859,43.04198816,23.76368676,49.46344825,30.19015254,23.65545235,24.66021011,57.35529026,15.01813152,37.24615357,24.07839078,22.88683116,21.23200911,40.19057022,39.28886433,60.28282655,31.85238324
25.26496946,40.806607,67.72459095,21.87751731,36.62994199,37.16700208,21.15651118,29.98644241,34.11657616,50.78766172,65.56323723,32.33857641,38.86993269,38.97512452,80.28425717,38.75625664,27.15025973,26.55938004,42.17077977,22.24370105
40.39315633,59.2222288,70.1501918,51.81946553,28.33795783,29.74343395,33.53676849,31.05101415,27.17571113,51.90643741,31.18181832,31.5258013,32.5718396,44.75492665,42.15381312,39.73842289,38.48948847,38.95969064,45.07841245,34.54483123
55.23951447,27.23185048,30.97615857,20.95061209,20.48229609,54.80457741,39.48681429,16.07935897,28.34945532,26.77835927,51.32762443,33.17422143,21.52391022,57.25008059,37.25766865,34.01286566,35.08015899,45.06753239,49.25059055,73.93420706
70.20929659,42.72222118,55.16552785,54.2759799,47.85979627,39.70331619,23.53030288,54.13442159,35.78192103,36.07297456,15.06517185,49.91941822,75.15242521,46.99133163,21.04092545,29.79370503,34.44599782,61.38993032,40.49041214,14.95651298
40.76122634,55.3310129,44.56259971,36.78622749,43.76765906,24.07712442,33.46459425,24.3641336,43.90235154,30.37759566,34.14701884,39.83042576,36.55850863,54.81387006,44.71999109,36.54336176,34.0075053,39.28405858,70.93923237,21.8356834
31.48673101,19.44454879,37.23971956,29.4745417,23.86007914,11.73494619,53.09748332,73.81493887,29.56118724,59.68472617,49.19899484,16.67732013,22.23843374,45.86144307,35.55293472,33.56535573,56.78717418,56.6461811,40.14924581,30.81871047
51.77497147,16.67376509,75.44165177,29.30142352,39.6904736,46.30749342,60.23970635,46.23806356,18.92061741,44.85342623,26.85367505,51.84835724,37.47408409,23.73409105,25.30164102,27.96230691,6.226747835,58.62348887,22.72987823,50.7054846
45.09308563,31.65724152,22.68336451,45.94506936,35.41560142,37.68915203,31.49557049,43.15650512,44.00022147,34.41216756,20.008027,24.04471554,40.76857157,42.33200419,26.02305119,25.44293988,52.46699653,38.87092567,33.97405891,54.45221472
48.21977798,53.61192027,43.51566997,15.94088339,40.30945907,36.8752284,47.44520476,22.14960148,40.63130164,21.58470471,25.71713556,25.3148716,22.83371708,25.18906171,35.5025511,51.22243993,45.11011479,34.89434762,41.32301815,22.41531651
68.03355109,36.68266969,33.41610005,31.47252436,31.10028546,38.90805482,45.05436748,33.50066332,29.71678285,35.36728301,48.66427349,45.11452385,73.03102485,33.89199258,34.59965809,13.1669588,63.67673772,47.70509559,34.7592427,10.64552859
15.94958015,40.69940965,75.71259321,21.08438959,68.47386726,23.30392061,24.12250683,26.76240577,17.37469628,44.76494898,22.17921941,16.32448379,68.78031891,27.17129277,32.7237056,51.15890571,31.21349435,42.49229049,27.97983659,50.68488081
30.31941908,41.85759314,34.76584245,74.75767244,40.94285908,32.35247819,35.99065607,35.21222121,89.24961693,32.51470928,41.19259875,19.93113387,23.27009456,28.83325953,48.70038267,28.27721648,22.04706757,32.84160062,31.46231499,26.45970625
16.53464684,55.54840937,41.18136636,32.44014411,71.64939282,19.30738642,27.76323833,62.13282822,56.53486703,19.11526776,24.31430803,39.34369571,37.05057462,34.28791717,18.13173281,41.36897317,24.79640422,39.44684992,24.85991661,40.09353343
52.69080146,32.9681781,36.13289222,27.22078915,38.27243971,44.90155731,54.39532218,33.16796242,31.02175395,30.70581213,39.15331038,37.0573059,29.92613585,44.5609526,34.20650529,35.80881982,19.66706425,37.1697156,32.20364298,35.73496567
